,Unnamed: 0,username,content,date,country,sentiment
610,610,jakaria_Ro45,"Congratulations 🎊 @JoeBiden
Elected as 46th president of The United States of America!! 
#JoeBiden https://t.co/SbzmJrR6As",2020-11-08 01:50:59+00:00,South Korea,Pro Biden
611,611,SamCarruthers1,"Regardless of the result, the #USElections have taught us that Trumpism is no flash in the pan(handle). #USElectionResults #Vote2020",2020-11-05 08:25:24+00:00,UK,Pro Biden
612,612,Juvejmb,Police in favor of Trump? https://t.co/nutbzATdxu,2020-10-27 00:56:16+00:00,Mexico,Pro Trump
613,613,HilaryRWriter,I’m really hoping that all those people claiming to be leaving the USA now that #TrumpIsLosing don’t come to the UK.,2020-11-07 18:04:25+00:00,UK,Pro Biden
614,614,BettyRamoneXXX,"RN, I’m so proud to be an American: we have a female Vice President!!! So stoked to to have @KamalaHarris representing our country! #GirlPower #Americans #HERstory #RiotGrrlForever #ByeByeTrump https://t.co/hlWyOMMWHd",2020-11-08 16:33:48+00:00,UK,Pro Biden
615,615,Lukeifer666,if he's mad about mail in ballots wait until he finds out I sent a picture my ballot via email what can i say im a crooked fuck,2020-11-04 17:55:33+00:00,South Korea,Pro Trump
616,616,RichBale,🤣 Is he gone? #USWahlen2020 #Praesidentschaftswahl #USElections #TrumpvsBiden https://t.co/fX1s8BWB4C,2020-11-05 14:58:48+00:00,UK,Pro Biden
617,617,estopas82,"@JoeBiden hi there, congratulations from México we want to let you know our support and trust im speaking for a lot of mexican pepople we wish you success in this new task",2020-11-07 23:15:31+00:00,Mexico,Pro Biden
618,618,AvashShawon,"Congratulations the new president of USA!!!
@JoeBiden https://t.co/Eakuijew0v",2020-11-07 16:30:11+00:00,China,Pro Biden
619,619,ChrisHessLMT,"I VOTED. 

45 Min in line is totally worth the opportunity to vote for, not only, Joe Biden and Kamala Harris, but also for several real friends...

#2020 #bluewave #byedon #dumptrump #vote #election https://t.co/OpuEi2R2Bz",2020-10-28 17:49:21+00:00,Canada,Pro Biden
620,620,blajenadams,Congratulations Kamala and Joe!  I apologize for not being done by our Prime Minister.  He is not normal.. #KamalaHarris #JoeBiden,2020-11-07 21:22:36+00:00,Israel,Pro Biden
621,621,irish_yank,"@musicracerpatty @jonbonjovi @JoeBiden @KamalaHarris What positive will Biden offer as President?  Here are 3 positives:  1) Biden isn’t the Orange Tumour 2) Biden isn’t the Orange Tumour 3)  Biden isn’t the Orange Tumour

That should be more than enough reason the support Biden. #FuckTrump #Cult45 #DonTheCon",2020-10-24 20:48:36+00:00,UK,Pro Biden
622,622,paul_rendel,https://t.co/5lb2GNm6RI #bidenharis2020 #ByeByeTrump @barrymanilow @CarolineSalfati @POTUS #LetFreedomRing This.....just this ❤️❤️,2020-11-07 21:50:34+00:00,UK,Pro Biden
623,623,stefanohat,"I was going to write something snarky about #ChrisMartin. Then I read the background to #Biden playing “a sky full of stars” and, well, the context is all. #JoeBiden has known such  tragedy. He will be an empathetic President. It feels like #America can show its best side again. https://t.co/f8Ll0n0UHH",2020-11-08 08:55:05+00:00,UK,Pro Biden
624,624,lordoftheyoyo,Mafia thug. Don Jr told Trump supporters to ‘have some fun’ before Biden vehicles ‘rammed by armed group’ https://t.co/Y5BcblKYrX,2020-11-01 12:59:50+00:00,UK,Pro Trump
625,625,MShades01,"Oh, sweet Jeebus people! Vote Blue! Vote bluuuuuuuuuuue!!! https://t.co/TPfhrTz3xz",2020-10-10 02:51:05+00:00,South Korea,Pro Biden
626,626,mowsamhazarika1,"Congratulations to President Elect @JoeBiden &amp; Vice President Elect @KamalaHarris!

Now is the time to promote peace in the world. 🌏 🕊",2020-11-07 23:58:04+00:00,South Korea,Pro Biden
627,627,MB3BrandBuilder,@MatthewJshow @JoeBiden Shame on you for supporting COWARD TRUMP! Shame on you! True Republicans support the office  of the presidency not COWARD TRUMP! Shame on you - shame on you!,2020-11-19 20:17:39+00:00,Canada,Pro Trump
628,628,Hein_htet_lwin,"""Trump Signs Stimulus Bill, Attack on Alibaba, Sterling Sags - What's up in Markets""

https://t.co/4cIbtP2xXe",2020-12-28 12:21:45+00:00,India,Pro Trump
629,629,Ravik00809374,Sir president elect Biden sir without stopping pollution creating factories in whole world and 5 G corona can't be hit in the roots.injection not powerful till polluted factories and 5G not stopped.these r breaking Immunity.U CAN.u r superpower 🌹🎈🌹❤️💚🍓🍓 Jai Guru Ji https://t.co/GsKNWYBZu1,2020-12-23 15:38:35+00:00,Saudi Arabia,Pro Trump
630,630,LeoGlickman1,@abigail_doull @kathrynw5 @SpeakerPelosi Because repubs said no until trump blew up the $600 deal. That's why.,2020-12-29 14:53:46+00:00,Canada,Pro Trump
631,631,MauricioGW,@CaroleRadziwill 😂 just another “normal” day for this president and his administration #unAmerican #Disgusting #VoteHimOut #CountEveryVote,2020-11-06 06:26:43+00:00,UK,Pro Biden
632,632,VIMALJIMishra2,"@JoeBiden @SADHNAARYA7 You are bater then Best.
Good luck..... 👍👍
Congratulation. 🌹🌹",2020-11-05 17:54:27+00:00,China,Pro Biden
633,633,unofficialgary_,History in the making. Madam Vice President Elect @KamalaHarris #2020Election #CNNElection #cnnvotolatino #Democrat #healingamerica #MakeAmericaGreatAgain 💙💙💙👏🏼👏🏼👏🏼 https://t.co/6VEh60Ue0Q,2020-11-08 01:36:53+00:00,Brazil,Pro Trump
634,634,vinamra_mishra,"@JoeBiden You've got 'Mail' and the mails have gotten you United States.
The race  to #WhiteHouse is tight, but #BidenHarris are going to pull it off. #USElections have been divisive but also decisive against @POTUS 
#KamalaHarris #USElectionResults #TrumpvsBiden #MailInBallots",2020-11-05 05:38:19+00:00,Iran,Pro Biden
635,635,sureshdarpan,"Congratulations 🎉 @JoeBiden @KamalaHarris 

Joe Biden is the projected winner of the 2020 presidential election after securing Pennsylvania, according to AP and NBC News #Election2020 https://t.co/7xEzFTvDzk",2020-11-07 16:54:32+00:00,China,Pro Biden
636,636,vijayptk,@realDonaldTrump I still love Mr Trump,2020-12-03 16:28:57+00:00,South Korea,Pro Trump
637,637,Gloss80Official,Absolutely spot on @jaketapper!! 👏🏾👏🏾 #Elections2020 #BidenHarris2020 #TrumpMeltdown #TrumpIsPathetic https://t.co/7fLeOQd0ep,2020-11-06 00:56:35+00:00,UK,Pro Biden
638,638,DonNantwich,"Burley must resign. 

Please retweet. 

#BurleyOut
#DrainTheSwamp 
#rulesForTheeNotForMe https://t.co/nWOthwZD0F",2020-12-07 21:29:42+00:00,UK,Pro Biden
639,639,YiAOrg,"Use EVM 
Go for #Repoll. Clean polls. 

Make #America great again? 

#AmericaDecides2020

#USElections",2020-11-05 23:52:52+00:00,India,Pro Biden
640,640,OyeOyesanya,@keithedwards Good boy. Trump boy.,2020-12-30 18:22:51+00:00,Saudi Arabia,Pro Trump
641,641,ResitKolanc,@JoeBiden God be with you great President 🙏,2020-12-21 18:35:37+00:00,Ukraine,Pro Biden
642,642,harshilw24,Trump repeating 2016 smh! #MAGA https://t.co/IpwwIEYN5f,2020-11-04 06:39:46+00:00,Saudi Arabia,Pro Trump
643,643,marsdensports,@dvillella @JudicialWatch @realDonaldTrump Only the best people to help #draintheswamp  right Donny?,2020-10-08 22:57:54+00:00,Canada,Pro Trump
644,644,Alli_katt67,Is it me or is Donald Trump’s hair made of actual candy floss and it’s melting?  #TrumpIsPathetic https://t.co/a6elflsZCd,2020-11-11 21:11:21+00:00,UK,Pro Biden
645,645,ChuksScarce,@BrianKempGA @KLoeffler @Perduesenate Vote blue and bring in the fire fighters to put out the fire,2020-12-18 23:21:17+00:00,UK,Pro Biden
646,646,JayKhan_1,I respect you more and more now #Biden https://t.co/uEsLQf0IUU,2020-11-07 14:13:13+00:00,India,Pro Biden
647,647,Kwai_sin,Will they televise Trump’s Eviction..?  #YoureFired #YoureFiredTrump,2020-11-07 20:51:21+00:00,UK,Pro Biden
648,648,MargRobtsRocNY,Exactly my thought! Trump is hell-bent on leaving chaos for Pres Elect Biden. What a despicable human being! https://t.co/BfZzayLuzj,2020-12-27 21:36:30+00:00,Canada,Pro Biden
649,649,laughinboy,@realDonaldTrump Or perhaps it’s the Lord working in a mysterious and miraculous way? I bet the leads don’t return though. #YoureFiredTrump,2020-11-07 00:07:03+00:00,UK,Pro Biden
650,650,AatishTaseer,".@JoeBiden sounds wonderful. Victory really suits him. I was half-worried about being bored after all the anxiety and tension. I’m totally in his thrall now. It’s like coming out of a toxic relationship, and discovering that things don’t have to be f**ed up for it to be love.",2020-11-09 17:06:29+00:00,Russia,Pro Biden
651,651,ccroftvirginme1,"Donald's eating donuts, because  he is going so nuts, he's so fake and the  banks  won't wait.
Donald's eating donuts, literally got no hope, faking a stroke  because he's  just an resident of Argentina 

#TrumpIsANationalDisgrace  #Trump #TrumpIsACoward #TrumpIsPathetic",2020-11-21 04:30:33+00:00,UK,Pro Biden
652,652,rexrao52,@VJjha   The return of America — Has Trump forced Biden’s hand on continuing the ‘America First’ foreign policy? https://t.co/u8JXNlz5S5 via @orfonline,2020-12-30 14:20:33+00:00,India,Pro Trump
653,653,Sriijana19,@manjeetdhakal @JoeBiden Cake 🎂,2020-11-07 16:38:51+00:00,China,Pro Biden
654,654,alejitoponce,@realDonaldTrump TRUMP 2026!!,2020-12-26 11:24:08+00:00,Brazil,Pro Trump
655,655,nodistribution,Non profits are the biggest joke I’ve ever seen except for Donald trump.,2020-11-23 09:06:16+00:00,Canada,Pro Trump
656,656,torsten360,So ready for election night! 🇺🇸🇩🇪  #Vote2020 #Elections2020 #VoteHimOut #BidenHarris #ElectionNight https://t.co/Pn83VAxcd3,2020-11-03 23:39:52+00:00,UK,Pro Biden
657,657,lasseburholt,Electors can choose Trump in December &amp; it’s bye bye Biden 👋🏼 #USElections https://t.co/7GbKX1330l,2020-11-09 13:31:42+00:00,UK,Pro Biden
658,658,DEsceptikon,Trump needs to be prosecuted after leaving White House. https://t.co/eAJSeqnKvX,2020-12-03 00:27:18+00:00,Brazil,Pro Trump
659,659,darr_na,Joe Biden the new POTUS!!! 🎉 https://t.co/ZmslNiXN2D,2020-11-06 14:25:30+00:00,South Korea,Pro Biden
660,660,retinafunk,"How everyone should vote ❎ and hopefully they will kick Trump out, in the trash where hr brlings #streetart #art #election2020 #politics #commentary #democrazy #democracy #fucktrump #fucktrump🖕 @ Unterbilk, D-Town https://t.co/sJVrFzAKYI",2020-11-04 13:30:38+00:00,UK,Pro Biden
661,661,vijaimaheshwari,It’s incredible that 70 million Americans voted for Trump despite his disdain for lockdowns and mask-wearing. That’s a lesson for politicians everywhere: Expect strong support for anti-lockdown parties  in the coming months.,2020-11-14 12:13:18+00:00,Russia,Pro Trump
662,662,elgatitoquefuma,Would you hire Trump? https://t.co/CKen476v7y,2020-11-03 14:22:14+00:00,Mexico,Pro Trump
663,663,caitmait1,"@janimal_3 @JoeBiden Wow, real grown up.",2020-12-28 18:00:08+00:00,UK,Pro Trump
664,664,leafarvieira23,#Biden2020 Donald Trump will take it in the ass 😂😂 #BidenHarris2020 #EleicoesAmericanas2020 #EleicoesnosEUA #Elections2020 #donaldtrump2020 #DonaldTrump #DonaldTrumpYaayda #BidenHarris2020ToSaveAmerica,2020-11-05 05:34:25+00:00,Brazil,Pro Biden
665,665,ratkutti,Donald Trump is simultaneously an idiot and yet a brilliant Russian asset. https://t.co/9N9hwtkr4s,2020-12-29 15:25:40+00:00,India,Pro Biden
666,666,cuti33girl,@JoeBiden is my president,2020-09-30 13:05:45+00:00,Mexico,Pro Biden
667,667,advokatKoryukin,@JoeBiden My congratulations,2020-11-08 09:10:20+00:00,Russia,Pro Biden
668,668,AlperUstundag,Bye Bye #Trump 🙋🏻‍♂️ Welcome #JoeBiden 👏🏻 #Abd 🇺🇸 https://t.co/7PJ1cexvp7,2020-11-07 18:20:16+00:00,Russia,Pro Biden
669,669,Lucas36182307,"Joe Biden together with the democrats cheated, Nancy Pelosi , Chuck Schumer, Jerry Nadler , Adam Schiff and many more democrats are in on the scam.",2020-12-28 19:20:32+00:00,UK,Pro Trump
670,670,BrunoTLovatto,Congratulations @JoeBiden e @KamalaHarris 👏🏻👏🏻👏🏻🎉🎊🎉🎉🎊🎊,2020-11-08 09:55:53+00:00,Brazil,Pro Biden
671,671,wusel,Finally. #DumpTrump https://t.co/V85m68vXXD,2020-11-07 17:20:54+00:00,UK,Pro Biden
672,672,MariaNicolaou67,"This is how you concede a presidential election, with grace and eloquence. Take a leaf out of McCain’s book, Trump, you may learn what it means to be a politician. https://t.co/kdUu46C7LG",2020-11-07 07:00:40+00:00,Russia,Pro Biden
673,673,lobrien85,@JohnCornyn @WSJ You’re full of 💩! #VoteMJ #VoteBlueToSaveAmerica #VoteBlueToEndThisNightmare #BidenHarris2020 #BlueWave2020,2020-10-02 15:15:08+00:00,Canada,Pro Biden
674,674,MusfiqurDr,"Live: President @realDonaldTrump in Jacksonville, Florida. @POTUS
@narendramodi @PMOIndia
@netanyahu @IsraeliPM
@TeamTrump @WhiteHouse @GOP
@SenateGOP @HouseGOP @USAGov
@usairforce @USArmy @USNavy
@SecPompeo @EsperDoD
#TeamTrump
#Trump2020
#BJP
#NAMO
#MAGA
https://t.co/Bx7z6VS1Tm",2020-09-24 23:14:22+00:00,India,Pro Trump
675,675,juneh49,"2029has been a terrible year. But somehow I think 2021 is going to be even worse. We will still have #COVIDー19 probably lockdowns too.   And creepy, sleazy #Biden  &amp; his Marxist sidekick in the WH. Stop the 🌎 I want to get off.",2020-11-08 13:28:22+00:00,UK,Pro Trump
676,676,antonellibjj,Welcome @JoeBiden https://t.co/eDJ8zRi9Dn,2020-11-07 18:04:54+00:00,Brazil,Pro Biden
677,677,ColomoArt,"Latinos voting for #Trump are like trees supporting deforestation. 
#Elections2020 #MAGA 🤣",2020-11-04 19:08:43+00:00,Mexico,Pro Biden
678,678,AFundeneanu,@Bob_Utke @va_shiva @realDonaldTrump @JoeBiden I think he actually did invent email and also owns the copyright on the term,2020-12-02 08:33:30+00:00,Russia,Pro Trump
679,679,abhijith_krissh,"Die hard president won the presidency seat..... Bye bye trump, best of luck america.
God bless america 
#abhijithkrisshofficial
#DK
#ByeByeTrump",2020-11-07 21:47:50+00:00,India,Pro Biden
680,680,Salim17130309,@JoeBiden Happy Xmas❤,2020-12-27 17:16:56+00:00,India,Pro Biden
681,681,theamazer,"@ACGudda1 @Barbeauxbot @Gaviidae_UK @DonaldJTrumpJr That's not funny, that's true.",2020-11-03 17:29:46+00:00,Ukraine,Pro Trump
682,682,AribisalaOloru1,Pls Lord help president Donald trump to win both the election even at the court of law #DonaldTrump https://t.co/E16wyNtmvz,2020-11-11 13:19:25+00:00,Saudi Arabia,Pro Trump
683,683,epluribusunumuk,Anybody heard the latest from Ukraine about Joe Biden revelations ?,2020-12-29 21:17:51+00:00,UK,Pro Trump
684,684,marinos_freak,"@JoeBiden My GRANMA newspaper Developer.

Proffecer Sir TWICE passed

Genuine ＩＱ Influencer Ｄｏｌｃｅ and NITOURYU ＳＰＩＣＥ ＳＨＯＥＳ ＳＯＵＲＳＥ from ＹＯＵＴＨ",2020-11-16 21:11:22+00:00,South Korea,Pro Biden
685,685,alikaraca1981,#AmericaDecides2020 newhampshire   #SleepyJoe % 31  #DonaldTrump  %69,2020-11-03 20:17:40+00:00,Russia,Pro Trump
686,686,Balendr03537248,"The Hindu: Joe Biden, Kamala Harris, Donald Trump extend Deepavali greetings.
https://t.co/T424Pwv7Vj

via @GoogleNews",2020-11-15 03:33:55+00:00,India,Pro Biden
687,687,abhinavkmishra,Congrats in advance @realDonaldTrump 💐for certainly getting re-elected in 🇺🇸🗳! @EricTrump @TeamTrump @DonaldJTrumpJr @IvankaTrump @MrsVanessaTrump @LaraLeaTrump @TiffanyATrump @POTUS @MELANIATRUMP A tight slap 👋 on 🇨🇳,2020-11-04 04:50:35+00:00,India,Pro Biden
688,688,Manifestation2,Biden: Every Vote Must Be Counted..#TeamBiden#,2020-11-05 05:08:55+00:00,Saudi Arabia,Pro Biden
689,689,harve65,"#trump #Election2020 after throwing all his toys out the pram, his own people are turning on him. Lose with dignity, Don’t criticise the democratic system of your country and go and see #GretaThunberg. She’ll have tea with you. Bye bye trump. #timetogo 👋👋👋",2020-11-06 05:27:17+00:00,Russia,Pro Biden
690,690,jaime1953garcia,"@whitepatrick @Acosta Well you know tRump's prepp...""nasty woman..... they horribly bleed all over the place...rigged election...Obama care will be replaced...mini Mike... sleepy Joe... Pocahontas...Hanoi dick...mail in fraud"" All fake stuff, that's the info in his head.",2020-09-29 21:33:35+00:00,Mexico,Pro Trump
691,691,MichelleT523,"@JewishConnectiv @christina_bobb @OANN Referring to Trump Derangement Syndrome in reverse. Those who voted Biden, the left, MSM, anyone who against/hates @realDonaldTrump will lose their💩! Screaming Karens, rioting, burning, check testimony of #SCOTUS aide; what he heard behind closed doors when the justices met! 😬",2020-12-27 15:23:16+00:00,Canada,Pro Biden
692,692,ge_rcs,"@JoeBiden @Tnutsu Don't forget Georgia 🇬🇪, we need your help to get rid of Russian oligarch",2020-11-11 08:58:12+00:00,Russia,Pro Biden
693,693,PM_Raghunath,"After losing very badly in #GHMCElections, Hope @RahulGandhi realises EVM is much better than traditional Ballot voting 🗳 system used in Hyderabad elections. #GHMCElections2020",2020-12-06 08:43:50+00:00,India,Pro Biden
694,694,ecgatchie,"CNN PROJECTION!
46th President of the United States of America 🇺🇸 
#JoeBiden @ Jeddah, Saudi Arabia https://t.co/PNL1OEv6f5",2020-11-07 17:00:05+00:00,Israel,Pro Biden
695,695,guystearns,This rancid prick what's to be responsible for killing as many people as his sugar daddy idol across the pond Trump #faragegarage #COVIDIOTS #TrumpIsPathetic #FarageisPathetic https://t.co/fxYiZcUFBr,2020-11-19 09:22:07+00:00,UK,Pro Biden
696,696,Yukshire,"Congratulations for the President Elect Joe Biden!  
The world is a better place now.  
U.S.A.!!!",2020-11-08 14:59:13+00:00,South Korea,Pro Biden
697,697,gdt62,#Biden winner #Trump fired https://t.co/IbOzAGNnLL,2020-11-07 16:37:41+00:00,Ukraine,Pro Biden
698,698,alealvor,@brozoxmiswebs Muchas Felicidades presidente Biden!!!,2020-11-13 17:54:35+00:00,Mexico,Pro Biden
699,699,sebastiaostude1,@XBOX49683310 trump vence,2020-12-07 13:28:20+00:00,Brazil,Pro Trump
700,700,hotzee101,What a sad time for Rudy Giuliani. First Trump contracted Rudy and now COVID-19 has contracted Rudy.... 😂😂😂😂😂,2020-12-07 05:17:00+00:00,South Korea,Pro Biden
701,701,vysyaprath,Biden’s brave new world https://t.co/4fx5kA1yL4,2020-12-30 11:20:54+00:00,India,Pro Trump
702,702,_DianaNersisyan,"@JoeBiden don't forget your words...
#RecognizeArtsakh #StopAzerbaijaniAggression #StopTurkeyTerrorism https://t.co/xLD8vsOiE7",2020-11-07 19:41:51+00:00,Russia,Pro Biden
703,703,gennard82,Anyone else have the feeling the last thing Donald is gonna do is smear shit on the Whitehouse walls? #ByeByeTrump,2020-11-07 22:03:24+00:00,UK,Pro Biden
704,704,charliedrillco,@PALizMeyer @realDonaldTrump @DonaldJTrumpJr Hoping the people take victory over the MSM and Biden.,2020-10-23 07:21:08+00:00,India,Pro Trump
705,705,iamjustine,was nathan fielder behind trump’s four seasons landscaping stunt?,2020-11-25 13:42:33+00:00,South Korea,Pro Biden
706,706,YAKUPGUVEN,@Transition46 @JoeBiden congratulations to the new president,2020-11-09 05:59:45+00:00,Russia,Pro Biden
707,707,jennydpuig,@caoderlin @TuckerCarlson Mail box! Biden,2020-11-11 22:28:34+00:00,Mexico,Pro Trump
708,708,EmersonMoura02,"sir @JoeBiden, congratulations on your victory.  And just for the record, the opinion of this donkey who is ""President"" of Brazil, does not match under any circumstances with the opinion of the Brazilian people.  Brazil is much more than Bolsonaro.",2020-11-11 10:39:16+00:00,Brazil,Pro Biden
709,709,raff_gina_potts,It Makes Me Laugh Trump's Going Around Wearing A Cap Saying'MAKE AMERICA GREAT AGAIN'Isn't That What He Was Supposed To Do🤔? #ItsAllAboutTrump #DumpTrump #ComeOnJoeBiden #Biden2020,2020-11-03 09:23:28+00:00,UK,Pro Biden
710,710,Betty_Tonks,"#RIPRGB With this great loss, We, as a Nation are in grave danger. FIGHT HARD for America. 
For ourselves. 
For our children. 
For Ruth Bader Ginsberg and the illness and pain that she fought and worked through...FOR US!
VOTE BLUE IN ALL RACES!
God Bless R.G.B. rest in peace.",2020-09-19 00:12:40+00:00,Canada,Pro Biden
711,711,RubyTuesday15,You must be embarrassed...surely ? #TrumpMeltdown #Trump2020 #Election2020,2020-11-06 17:42:24+00:00,UK,Pro Biden
712,712,weeshug72,@realDonaldTrump Concede the election and give Joe Biden the chance to make the best possible start to his presidency.,2020-12-29 14:38:20+00:00,UK,Pro Biden
713,713,rob4261,"@g00n @StephenAtHome @JoeBiden He's not president, he's president-elect, and tRump is a LOSER!
#TrumpForPrison2021",2020-11-23 09:10:01+00:00,Canada,Pro Biden
714,714,ionigeria,Trump calls for end to 'religious persecution worldwide' on 850th anniversary of Thomas Becket's death https://t.co/omZZYYIWGs,2020-12-29 10:45:42+00:00,Saudi Arabia,Pro Trump
715,715,TrnnhCu2,@realDonaldTrump @TrumpWarRoom Donald Trump in appointee !!!,2020-11-17 08:36:44+00:00,South Korea,Pro Trump
716,716,diegoSh3llc0d3,@realDonaldTrump @jairbolsonaro Honorable President Donald Trump. You must not get out of power.,2020-11-08 17:14:13+00:00,Brazil,Pro Trump
717,717,wndr1mn,@realDonaldTrump @DonaldJTrumpJr @IvankaTrump @FLOTUS @SheilaR923 I’ll just leave this here! 🇨🇦❤️@JoeBiden #goodbye https://t.co/YA0AHQZzw1,2020-11-07 16:58:23+00:00,Canada,Pro Biden
718,718,katpower714,Do Trump next 😁😁😁😁 https://t.co/kkPU23Pwlj,2020-12-08 01:12:17+00:00,Brazil,Pro Biden
719,719,Kotaane,@jaketapper @JoeBiden @realDonaldTrump Finally done ❤️‼️❤️❣️,2020-11-13 22:19:43+00:00,South Korea,Pro Biden
720,720,GarlandNixon,@JoeBiden 's Secretary of Defense from RAYTHEON  is so much blue no matter who-er than @realDonaldTrump 's Secretary of  Defense from RAYTHEON. https://t.co/uLeulepwqg,2020-12-09 20:43:37+00:00,Mexico,Pro Biden
721,721,uwesmz,"Was sich hinter Trumps Wut-Attacken verbirgt

https://t.co/LrVO7Ekhjn",2020-12-28 03:46:39+00:00,South Korea,Pro Biden
722,722,KimABowie,@timrs2001 @kakape @varelamanolo Crazy prayer lady trying to exorcise the devils trying to usurp Trump - made better with cat. It’s deranged but the cat really helps.,2020-11-05 12:22:32+00:00,Mexico,Pro Trump
723,723,iamcruzn,@TeamLPAC @K_JeanPierre @JoeBiden She is the best!,2020-10-24 03:12:00+00:00,Mexico,Pro Trump
724,724,beatmedias,Peter Schweizer on what’s known about Hunter Biden’s business deals https://t.co/3VaujA42nB,2020-12-20 19:16:14+00:00,South Korea,Pro Trump
725,725,KingStroke305,Oh god no not you black women and men cooning for trump when this man looks down on POC. i look at y’all like your Lost asf,2020-11-05 16:48:25+00:00,Russia,Pro Trump
726,726,arizona0311,"@realDonaldTrump @DanScavino @DonaldJTrumpJr @EricTrump @RudyGiuliani @kimguilfoyle @LaraLeaTrump guys, what a shocking statement made by member of your #teamtrump #maga #trump2020 🇺🇸✌🏻🇺🇸✌🏻 https://t.co/VhSFOAOHCI",2020-09-30 11:28:43+00:00,UK,Pro Trump
727,727,gilsoncosta,"CNN: Former President George W. Bush congratulates President-elect Joe Biden, says election was “fundamentally fair” and “its outcome is clear”",2020-11-08 18:18:18+00:00,Brazil,Pro Biden
728,728,lookmonunited,@DonaldJTrumpJr Same way the Trump's are owned 120% by Russia,2020-12-21 18:36:53+00:00,Saudi Arabia,Pro Trump
729,729,stuartcw,@tgR_tsuru @TricolorePride I wonder if they’ll drain the two swamps… #draintheswamp,2020-09-02 07:29:35+00:00,South Korea,Pro Trump
730,730,BrianIndolfi,"@CNN - Supreme Court
@MSNBC - Supreme Court
@nytimes and @washingtonpost - Supreme Court
America - Supreme Court
@FoxNews - Hunted Biden

This isn’t a joke. It’s real.

#SupremeCourt #PresidentBiden #TrumpIsPathetic",2020-12-12 00:02:40+00:00,Canada,Pro Biden
731,731,allpilgrim,"And I could say that you are a bitter, nasty, vile excuse for a journalist, but I'm far too much of a gentleman to say that.  However I'm hoping she will publish her evidence for these unprofessional accusations before she may be sued.... #ScumMedia #DrainTheSwamp https://t.co/clsDWyn45d",2020-09-03 15:07:10+00:00,UK,Pro Trump
732,732,georgiasims_gs,@joshtpm @DonaldJTrumpJr Languid gimbus is my favourite new insult ever.,2020-12-07 14:01:28+00:00,UK,Pro Trump
733,733,MrAlbertoMarani,.... this will happen if a #fucktrump🖕 Republican supporters win in November. #votehimout @ The Dead Sea https://t.co/n4uI1qsin9,2020-10-07 22:09:47+00:00,Ukraine,Pro Biden
734,734,Hobbit1969,"@dpakman If Donald Trump is so confident that he didn't rape E. Jean Carroll, then why is he so afraid to provide a DNA sample to prove it?",2020-11-13 16:23:50+00:00,Canada,Pro Trump
735,735,MirhadiMousavi,"@realDonaldTrump Shut up man!

#SleepyJoe is going to the house!",2020-11-04 21:57:27+00:00,India,Pro Biden
736,736,RizziSavino,@senatemajldr Twitter now wont make me like a tweet from Donald Trump. And u oassed a bill without that section? Your a disgrace.,2020-12-12 13:19:29+00:00,Canada,Pro Trump
737,737,Beibei50449022,@JoeBiden wait&amp;see,2020-11-25 15:02:04+00:00,South Korea,Pro Biden
738,738,BlandinPierrick,"@realDonaldTrump please stop making a fool of yourself and admit you’ve lost already. It not funny, nor entertaining anymore, seeing you whining like that. You’re a president of the United States of America, not a prepubescent high school chess club president... #TrumpIsPathetic",2020-11-16 07:34:57+00:00,UK,Pro Biden
739,739,oritperlov,"Fix your own house before fixing other people houses. If you didn’t succeed fixing your own, you will never be able to fix others anyway 

A free advise from me to you .. #Biden",2020-11-09 12:38:59+00:00,Ukraine,Pro Trump
740,740,lcaorome,"@businessinsider The more Trump talks, the more he drags the entire Republican party to the bottom; they should officially unmarked themselves from him.
What can he argue when the counts were made, backed up, and verified by Republicans?
Are Trump and his lawyer going to sue the whole country?",2020-11-06 13:32:09+00:00,Mexico,Pro Biden
741,741,DouglasCoates16,"@DonaldJTrumpJr It's no use being angry, most people are, but a lot voted for sleepy Joe, and have the nerve to blame others, sorry if it hurts ,but it's true, quite a few can't be trusted.",2020-12-05 21:01:06+00:00,UK,Pro Trump
742,742,landon_milan,"@oka4or @don_Barzini_ @ofovwe Na that part I no understand, like state your point and let others react, but you say someone is dumb like really. Plus I am still wondering where anyone blame trump for jobs losses, he only stated what Obama out is a fact.",2020-10-08 18:36:23+00:00,Saudi Arabia,Pro Trump
743,743,elguayacucho,@Toppazblue @HankBuldawg @JoeBiden Do you have anything to say about China? They created the virus. They are the only ones to blame,2020-11-25 03:17:32+00:00,Brazil,Pro Trump
744,744,BerkayUonline,Congratulations! @JoeBiden @KamalaHarris https://t.co/MvTs2BxLvh,2020-11-07 16:37:19+00:00,Russia,Pro Biden
745,745,JorgeatNite,@RepGosar @JoeBiden So cry,2020-11-07 17:02:14+00:00,Brazil,Pro Trump
746,746,fidan50953716,". It is obvious that @JoeBiden targeted to get support from the Armenian lobby and voters for his election campaign. But he has to consider that there are millions of voters from different nationalities, including, and this statement can break their trust. #DontBelieveArmenia",2020-10-29 11:19:22+00:00,Russia,Pro Trump
747,747,Ibrahimusufzai,Thanks to #Trump. https://t.co/8lYZZNCZJA,2020-11-10 05:30:31+00:00,India,Pro Trump
748,748,BayKawhi,Clearly Donald Trump and Lebron are built different. One destroys your favourite players another destroys COVID-19.😆😆,2020-10-07 14:39:55+00:00,South Korea,Pro Biden
